emp_no,first_name,last_name,title,birth_date
19726,Herb,Syrotiuk,Senior Staff,1953-12-20
19728,Candido,Ramsey,Senior Staff,1954-02-25
19731,Moriyoshi,Hempstead,Senior Engineer,1952-09-15
19737,Harngdar,Cools,Engineer,1955-02-25
19738,Giri,Sury,Senior Staff,1955-04-17
19741,Alexius,Bauknecht,Senior Engineer,1952-08-24
19744,Aleksander,Skafidas,Senior Engineer,1953-11-07
19746,Shiv,Zeidenstein,Staff,1954-09-04
19749,Gritta,Mitina,Senior Staff,1955-06-16
19754,Nectarios,Litecky,Senior Engineer,1953-09-19
19755,Stabislas,Angelopoulos,Engineer,1952-02-18
19757,Khalil,Azadmanesh,Senior Engineer,1955-08-13
19758,Rildo,Birdsall,Senior Engineer,1953-06-22
19765,Leaf,Huttel,Staff,1953-10-27
19766,Saeed,Munke,Senior Staff,1955-07-01
19771,Aral,Katalagarianos,Staff,1952-08-21
19772,Mohd,Porenta,Engineer,1953-02-25
19776,Kersti,Comellas,Assistant Engineer,1954-07-02
19777,Halsur,Ferretti,Senior Staff,1955-01-19
19783,Kasturi,Benzmuller,Senior Engineer,1953-05-11
19784,Zhenhua,Casley,Senior Staff,1954-10-18
19785,Tiina,Bolsens,Staff,1952-10-22
19791,Kankanahalli,Azulay,Senior Engineer,1954-09-26
19796,Marjo,Peral,Engineer,1952-11-19
19801,Xiaopeng,Solovay,Senior Staff,1952-10-03
19804,Tamiya,Benzmuller,Staff,1955-06-11
19810,Tesuro,Pellegrinelli,Staff,1954-03-28
19814,Subhrajyoti,Rosaz,Senior Staff,1954-07-02
19815,Lunjin,Morrey,Senior Engineer,1954-07-09
19818,Ashish,Ventosa,Assistant Engineer,1952-12-22
19822,Zijian,Fiutem,Staff,1954-05-27
19826,Fox,Christ,Senior Staff,1953-08-20
19828,Dannz,Maliniak,Senior Engineer,1953-03-17
19830,Ulises,Cronau,Engineer,1955-07-10
19831,Kankanahalli,Begiun,Engineer,1955-11-26
19839,Tadahiro,Hempstead,Senior Engineer,1953-02-11
19841,Adil,Straney,Staff,1952-07-12
19842,Goh,Kirkerud,Engineer,1955-08-25
19843,Mohamadou,Peir,Staff,1952-12-04
19849,Weicheng,Serre,Staff,1954-01-14
19854,Youssef,Orsini,Engineer,1955-06-07
19858,Mohua,Zschoche,Senior Staff,1955-07-08
19860,Hidefumi,Gerlach,Engineer,1955-04-28
19871,Ayonca,Marrakchi,Engineer,1954-06-23
19872,Khatoun,Thummel,Staff,1954-02-07
19874,Xuejia,Kuzuoka,Senior Staff,1953-01-04
19875,Van,Zongker,Engineer,1952-11-25
19882,Thanasis,Demri,Senior Staff,1953-06-15
19889,Hongzue,Reinhard,Senior Staff,1954-03-02
19899,Sedat,Peot,Senior Engineer,1953-07-14
19900,Honesty,Luon,Assistant Engineer,1952-03-15
19901,Tsvetan,Stasinski,Senior Staff,1954-04-08
19904,Mototsugu,Rosenbaum,Engineer,1953-01-24
19909,Ronnie,Linares,Senior Staff,1952-02-07
19911,Siamak,Fabrizio,Senior Staff,1952-06-25
19916,Shuji,Oxman,Senior Staff,1954-04-05
19921,Irena,Picci,Engineer,1954-04-24
19927,Siamak,Terlouw,Staff,1952-10-02
19929,Saniya,Katzenelson,Technique Leader,1954-03-05
19931,Satyanarayana,Pettis,Senior Engineer,1955-08-10
19933,Taizo,Bharadwaj,Senior Staff,1953-05-29
19935,Zorica,Georgakopoulos,Engineer,1954-03-15
19936,Terresa,Ohori,Senior Engineer,1954-03-07
19940,Reinhard,Einsfeld,Senior Staff,1953-04-27
19943,Shimshon,Schoegge,Technique Leader,1953-03-10
19944,Arve,Yamaashi,Senior Engineer,1953-02-20
19946,Owen,Levasseur,Staff,1953-04-28
19948,Venkatesan,Weedon,Engineer,1953-08-07
19950,Jaroslava,Kusakari,Senior Engineer,1952-07-20
19951,Oksana,Hasenauer,Senior Staff,1953-09-11
19954,Fayez,Grandbois,Engineer,1954-09-08
19955,IEEE,Conry,Senior Staff,1954-06-26
19956,Kasidit,Andreotta,Engineer,1955-02-20
19958,Christophe,Boguraev,Senior Staff,1953-04-01
19971,Muneo,Lanteri,Staff,1954-03-31
19974,Maik,Pouyioutas,Staff,1953-11-21
19975,Mabry,Geffroy,Senior Engineer,1952-09-18
19979,Nahum,Schwartzbauer,Senior Staff,1952-05-09
19982,Khatoun,Baba,Senior Engineer,1952-05-19
19983,Izaskun,Hammerschmidt,Senior Engineer,1953-12-16
19984,Zhonghui,Taubenfeld,Senior Engineer,1953-09-16
19986,Shuzo,Lorin,Engineer,1955-09-21
19989,Ung,Androutsos,Technique Leader,1952-06-17
19990,Theron,Kenevan,Senior Engineer,1955-09-09
19991,Ziva,Desikan,Senior Engineer,1952-04-19
19996,Berni,Chinen,Senior Engineer,1954-03-07
19999,Jahangir,Speer,Senior Engineer,1953-10-16
20002,Jaber,Brender,Staff,1955-12-25
20003,Munehiko,Coors,Staff,1953-04-11
20004,Radoslaw,Pfau,Senior Staff,1952-03-07
20006,Geoff,Birnbaum,Senior Engineer,1953-09-21
20008,Hilary,Speel,Senior Engineer,1954-11-21
20013,Jaewoo,Lanphier,Senior Engineer,1952-02-10
20017,Munir,Rosti,Senior Engineer,1954-10-08
20022,Felicidad,Bellone,Engineer,1952-09-26
20023,Nahla,Jervis,Senior Engineer,1952-02-09
20024,Martine,Kambil,Senior Engineer,1954-09-23
20026,Sanjai,Marrevee,Engineer,1953-03-25
20032,Cheong,Socorro,Senior Staff,1955-11-20
20037,Tse,VanScheik,Senior Engineer,1954-09-07
20039,Udo,Harbusch,Senior Staff,1952-06-07
20041,Chikara,Lienhardt,Senior Staff,1952-06-14
20042,Margareta,Munck,Senior Staff,1955-10-18
20043,Chikara,Adachi,Senior Engineer,1952-09-13
20048,Moon,Mattern,Engineer,1955-01-10
20051,Toshimo,Przulj,Senior Engineer,1954-07-04
20055,Hairong,Swiss,Senior Staff,1953-09-14
20059,Pranay,Panwar,Technique Leader,1952-06-03
20060,Chrisa,Attimonelli,Senior Engineer,1954-07-18
20063,Guttorm,Carrere,Senior Staff,1955-06-26
20065,Mana,Onuegbe,Staff,1955-10-17
20068,Masali,Rouquie,Senior Engineer,1955-10-16
20069,Guenter,Huhdanpaa,Senior Staff,1953-01-28
20071,Jaideep,Puoti,Engineer,1952-05-12
20072,Karsten,Leuchs,Senior Engineer,1953-12-24
20075,Mikhail,Oberman,Senior Engineer,1953-10-19
20081,Sungwon,Ossenbruggen,Senior Engineer,1953-05-19
20083,Subhrajyoti,Merkl,Staff,1954-07-30
20086,Richara,Harllee,Senior Engineer,1955-05-31
20089,Unal,Merli,Senior Staff,1953-11-29
20091,Janalee,Bach,Senior Staff,1954-03-02
20093,Nikolaos,Rijckaert,Technique Leader,1954-08-21
20105,Sanjit,Kropp,Assistant Engineer,1953-05-25
20107,Jinya,Tyugu,Senior Engineer,1952-06-30
20111,Vincent,Kilgour,Staff,1953-08-25
20117,Yoshimitsu,Hanabata,Senior Engineer,1954-01-12
20119,Josyula,Shigei,Technique Leader,1953-05-17
20120,Fan,Salinas,Engineer,1953-06-01
20121,Oldrich,Bazelow,Staff,1953-08-29
20122,Subhankar,Kampfer,Senior Staff,1954-11-15
20126,Tayeb,Langford,Staff,1952-10-23
20130,Xiaoshan,Picco,Staff,1954-10-20
20134,Hirochika,Naumovich,Senior Engineer,1955-06-11
20135,Ipke,Akazan,Engineer,1952-12-21
20137,Arvin,Munoz,Engineer,1954-11-17
20139,Steen,Riefers,Engineer,1952-07-03
20140,Georgy,Pews,Engineer,1952-08-18
20144,Zhensheng,Radivojevic,Senior Engineer,1953-10-11
20147,Zine,Moffat,Engineer,1955-04-05
20148,Ibibia,Polupanov,Senior Staff,1953-03-28
20151,Yunming,Bednarek,Engineer,1955-04-04
20152,Bezalel,Kavvadias,Senior Staff,1954-04-11
20153,Teunis,Gomatam,Senior Engineer,1953-05-20
20155,Vesna,Barvinok,Senior Engineer,1953-12-24
20157,Qiwen,Barvinok,Engineer,1954-02-26
20159,Isamu,Valiente,Technique Leader,1955-03-27
20161,Arun,Hasham,Senior Staff,1955-07-18
20164,Katsuyuki,Coney,Senior Engineer,1952-02-13
20166,Heekeun,Serna,Engineer,1953-04-04
20169,Gil,Zuberek,Senior Engineer,1953-12-10
20170,Emdad,Himler,Senior Staff,1954-11-14
20171,Kazuhira,Murtha,Senior Engineer,1952-11-20
20174,Froduald,Koshino,Senior Engineer,1955-08-30
20180,Martins,Felcyn,Senior Engineer,1955-08-23
20181,Thodoros,Wegerle,Staff,1953-06-02
20183,Sariel,Roohalamini,Staff,1955-06-13
20184,Chenyi,Schoegge,Staff,1954-04-08
20186,Jianhua,Narahari,Senior Engineer,1954-07-07
20189,Mark,Nanard,Senior Engineer,1955-02-19
20194,Kasturi,Prochazka,Staff,1953-10-11
20197,Bodo,Braccini,Staff,1955-10-24
20201,Navin,Miyakawa,Engineer,1952-11-27
20208,Yolla,Turnbull,Engineer,1953-11-11
20213,Larisa,Lichtner,Senior Engineer,1955-07-27
20215,Bingning,Yoshizawa,Senior Staff,1954-08-01
20218,Ioana,Gihr,Senior Engineer,1954-04-15
20220,Bedrich,Swen,Senior Engineer,1953-06-02
20221,Shietung,Munoz,Senior Engineer,1952-03-07
20222,Baziley,Rettelbach,Senior Staff,1953-06-29
20223,Kwun,Gelosh,Senior Staff,1952-09-19
20239,Tua,Heystek,Staff,1954-10-08
20243,Eberhardt,Danner,Senior Engineer,1953-07-19
20245,Halsur,Fujisawa,Senior Engineer,1955-01-23
20249,Kristen,Moffat,Senior Engineer,1955-01-26
20251,Cristinel,Unno,Engineer,1955-01-22
20259,Yannik,Bratten,Senior Engineer,1955-05-14
20265,Amalendu,Willoner,Senior Engineer,1955-08-11
20266,Ekawit,Kakkad,Senior Staff,1954-08-03
20269,Conal,Szilard,Technique Leader,1954-08-17
20283,Leandro,Litzkow,Senior Engineer,1953-03-14
20284,Monique,Parascandalo,Senior Engineer,1955-04-26
20305,Gou,Birnbaum,Senior Staff,1954-07-20
20310,Mara,Uchoa,Senior Engineer,1955-05-30
20316,Kellie,Krybus,Senior Staff,1954-11-10
20322,Shmuel,Porotnikoff,Senior Staff,1952-05-21
20324,Rajmohan,Vieri,Engineer,1953-07-19
20325,Katsuyuki,England,Senior Staff,1952-08-06
20327,Doowon,Lyonns,Assistant Engineer,1953-10-27
20334,Miquel,Frijda,Technique Leader,1953-01-19
20335,Christ,Stavenow,Staff,1952-07-21
20336,Magy,Wolniewicz,Engineer,1954-10-17
20338,Reinhard,Butner,Staff,1953-06-12
20339,Masami,Jumpertz,Senior Engineer,1952-05-25
20341,Margo,Pfau,Engineer,1952-09-30
20346,Jeong,Antonakopoulos,Senior Engineer,1955-04-11
20347,Denny,Janocha,Senior Engineer,1954-12-21
20348,Narain,Bressoud,Senior Staff,1953-03-07
20350,Shirish,Badache,Engineer,1953-04-25
20358,Arve,Peir,Senior Engineer,1954-09-17
20361,Syozo,Stenning,Senior Staff,1955-04-07
20364,Kazunori,Imataki,Technique Leader,1955-04-09
20367,Bernt,Takanami,Senior Engineer,1955-08-05
20368,Denis,Samarati,Senior Staff,1952-07-10
20369,Zdislav,Georgakopoulos,Technique Leader,1953-01-22
20371,Phuoc,Spinelli,Engineer,1954-04-11
20373,Alexius,Solares,Senior Engineer,1955-11-03
20375,Conor,Birrer,Senior Engineer,1954-06-02
20376,Katsuyuki,Doering,Staff,1954-08-10
20378,Giao,Schwabacher,Senior Staff,1953-02-19
20382,Alois,Marrakchi,Senior Engineer,1952-02-27
20385,Zhenbing,Perelgut,Staff,1955-07-28
20388,Barton,Zeidenstein,Senior Engineer,1955-05-07
20392,Terresa,Sidje,Senior Engineer,1952-11-09
20394,Shichao,Adachi,Senior Staff,1953-03-08
20395,Uzi,Pardalos,Engineer,1954-12-09
20397,Genki,Montemayor,Technique Leader,1955-12-01
20401,Gennadi,Schoegge,Staff,1952-04-02
20402,Szabolcs,Shrader,Senior Engineer,1952-08-01
20403,Rildo,Reinhard,Engineer,1953-08-30
20405,JiYoung,Mitina,Senior Engineer,1955-05-04
20407,Pranas,Genther,Senior Engineer,1952-03-30
20408,Debatosh,Smailagic,Senior Engineer,1953-08-18
20416,Oddvar,Swiler,Engineer,1955-07-30
20417,Tzvetan,Pell,Engineer,1952-10-24
20425,TRUE,Schapiro,Staff,1953-03-24
20435,Oguz,Homond,Senior Staff,1952-04-29
20436,Rasiah,Kavraki,Senior Staff,1954-07-12
20437,Sanjit,Versino,Staff,1955-12-30
20438,Fai,Erman,Senior Staff,1955-03-17
20439,Danel,Nishimukai,Senior Engineer,1954-09-09
20440,Genki,Fabrizio,Senior Engineer,1952-02-10
20441,Goh,Sudbeck,Senior Engineer,1952-04-27
20442,Jiann,Picht,Senior Engineer,1954-08-21
20444,Alair,Henseler,Staff,1952-06-26
20449,Hercules,Kakkad,Senior Staff,1953-04-24
20450,Abdelwaheb,Binkley,Senior Engineer,1952-08-01
20451,Aral,Welham,Senior Engineer,1954-12-22
20454,Nidapan,Gunderson,Senior Engineer,1955-06-24
20455,Yannis,Schlumberger,Staff,1953-08-24
20456,Sigeru,Highland,Engineer,1953-08-15
20478,Oksana,Kruskal,Senior Staff,1952-04-22
20489,Boguslaw,Garrabrants,Senior Engineer,1953-02-16
20490,Soenke,Douceur,Senior Staff,1952-10-20
20492,Prodip,Delgrange,Assistant Engineer,1952-03-09
20494,Lucien,Pagter,Senior Staff,1953-10-24
20498,Suvo,Gini,Senior Engineer,1952-07-16
20520,King,Dalphin,Staff,1954-06-22
20523,Fay,Haraldson,Staff,1953-08-26
20524,Anneke,Snedden,Senior Staff,1955-10-30
20528,Dines,Bednarek,Senior Staff,1952-11-13
20530,Nevio,Katiyar,Senior Engineer,1952-02-06
20533,Zhongwei,Reeken,Senior Engineer,1954-02-24
20534,Rosita,Kalloufi,Senior Staff,1952-11-11
20535,Arne,Nishimukai,Senior Engineer,1952-05-08
20538,Gro,Hebert,Senior Staff,1953-11-24
20540,Nahum,Siochi,Senior Engineer,1954-12-15
20545,Woody,Chaudhury,Senior Staff,1953-11-18
20548,Edwin,Bugrara,Senior Staff,1954-09-11
20550,Koichi,Kabayashi,Technique Leader,1952-05-09
20552,Baocai,Giarratana,Senior Engineer,1955-12-24
20556,Paris,Keohane,Senior Engineer,1952-10-30
20558,Toong,Panangaden,Senior Staff,1952-03-06
20562,Pranay,Riexinger,Senior Engineer,1954-10-11
20563,Taegyun,Baby,Engineer,1955-08-21
20573,Wanqing,Leivant,Senior Staff,1952-08-18
20579,Shuho,Flowers,Staff,1954-08-24
20584,Elgin,Comellas,Senior Engineer,1954-05-08
20585,Bernd,Butterworth,Senior Engineer,1953-06-13
20586,Akeel,Clouatre,Senior Engineer,1954-10-19
20587,Xiaoheng,Niizuma,Engineer,1955-05-31
20595,Toshimori,Jeansoulin,Senior Engineer,1955-08-20
20601,Dipankar,Duclos,Senior Staff,1954-11-29
20602,Martins,Dratva,Engineer,1952-09-22
20606,Marjo,Speer,Senior Staff,1954-01-15
20621,Arumugam,Navazio,Senior Staff,1952-03-28
20624,Xiong,Nanard,Assistant Engineer,1953-10-04
20625,Uno,Cusworth,Engineer,1955-10-20
20626,Hercules,Varman,Senior Engineer,1954-11-01
20627,Martien,Chenney,Engineer,1954-05-14
20631,Masaki,Heiserman,Technique Leader,1953-09-27
20635,Fumino,Baja,Engineer,1954-01-29
20636,Hsiangchu,Collavizza,Senior Staff,1952-11-07
20637,Vidya,Sidhu,Staff,1952-10-22
20640,Maris,Baba,Senior Engineer,1954-08-31
20650,Ramalingam,Rosaz,Engineer,1955-05-29
20651,Alexius,Vickson,Senior Engineer,1953-06-28
20655,Jaideep,Bridgland,Engineer,1954-08-12
20657,Kazuhiko,Kossowski,Staff,1952-08-29
20659,Ziva,Orlowski,Staff,1954-12-29
20662,Panayotis,Lung,Senior Staff,1952-02-09
20666,Shushma,Linares,Senior Engineer,1952-06-01
20674,Maria,Avouris,Senior Staff,1952-10-25
20675,Gila,Lueh,Senior Engineer,1953-05-20
20683,Irena,Daescu,Staff,1953-07-26
20684,Randy,Lanphier,Staff,1952-12-24
20686,Masasuke,Dahlbom,Senior Engineer,1952-12-01
20688,Gian,Garnham,Senior Engineer,1955-09-04
20689,Yishay,Schoegge,Senior Engineer,1952-11-28
20693,Yefim,Flasterstein,Senior Engineer,1953-08-01
20695,Visit,Kriebel,Staff,1953-06-03
20699,Garnet,Spell,Senior Engineer,1955-04-26
20706,Arvind,Malabarba,Staff,1955-04-19
20708,Aemilian,Arlazarov,Senior Staff,1955-05-26
20711,Vasiliy,Ebeling,Staff,1955-01-11
20713,Dinah,Falco,Technique Leader,1954-04-15
20714,Koichi,Strooper,Staff,1955-03-14
20715,Premal,Douceur,Engineer,1955-02-21
20716,Nikolaos,Basart,Staff,1952-08-01
20721,Tru,Iisaku,Staff,1952-05-08
20725,Yuichiro,Taubman,Senior Engineer,1952-07-17
20728,Billie,Sessa,Senior Staff,1953-10-30
20733,Danai,Katalagarianos,Senior Engineer,1955-11-03
20736,Arvin,Griswold,Senior Engineer,1953-03-19
20738,Oldrich,Oxenboll,Senior Engineer,1954-08-22
20739,Dinkar,Casley,Senior Staff,1953-10-05
20743,Van,Boudaillier,Senior Engineer,1952-06-01
20746,Sigeru,Kobuchi,Senior Engineer,1953-07-02
20751,Nitsan,Zyda,Senior Staff,1952-10-11
20755,Jungsoon,Szilard,Senior Engineer,1955-02-18
20757,Ingemar,Taubman,Senior Engineer,1955-03-17
20765,Steve,Viele,Senior Staff,1952-05-15
20766,Chenyi,Conry,Senior Engineer,1952-09-02
20780,Hercules,Baranowski,Staff,1954-11-17
20782,Youngkon,Sidou,Staff,1954-12-11
20783,Dipankar,Lunt,Senior Staff,1954-03-12
20793,Pranav,Luft,Senior Engineer,1953-10-31
20794,Shaz,Rathonyi,Senior Engineer,1952-02-27
20798,Cristinel,Schmiedel,Senior Staff,1953-04-03
20802,Lansing,Cromarty,Engineer,1955-11-03
20804,Toshimori,Lunn,Senior Staff,1954-03-09
20805,Sudharsan,Yoshimura,Engineer,1952-12-11
20809,Ennio,Kuhnemann,Engineer,1952-11-20
20812,Masako,Dengi,Senior Staff,1953-07-20
20813,Srinidhi,Sinicrope,Senior Staff,1952-07-17
20819,Mary,Ritcey,Staff,1955-12-28
20820,Otilia,DeMori,Senior Engineer,1952-05-30
20821,Mack,Benzaken,Senior Staff,1955-09-23
20822,Georgi,Rullman,Engineer,1955-10-10
20828,Brewster,Sewelson,Senior Staff,1952-09-23
20831,Stafford,Chachaty,Senior Engineer,1953-07-17
20836,Jingling,Alameldin,Senior Staff,1955-01-15
20841,Shao,Conia,Senior Engineer,1952-05-26
20850,Gonzalo,Delgrange,Senior Staff,1953-06-12
20857,Jinxi,Werthner,Senior Staff,1955-01-02
20860,Szabolcs,Michaels,Senior Engineer,1955-06-07
20868,Dulce,Syrzycki,Senior Engineer,1952-11-19
20875,Yinghua,Streng,Staff,1954-01-23
20880,Hidefumi,Leaver,Engineer,1954-06-07
20881,Duangkaew,Hainaut,Engineer,1954-01-04
20883,Dipankar,Kleiser,Staff,1952-07-23
20884,Masoud,Gustavson,Senior Engineer,1953-12-24
20898,Yonghong,Makinen,Senior Staff,1955-07-27
20903,Yagil,Kemmerer,Senior Engineer,1952-06-09
20905,Shin,Rodham,Senior Engineer,1953-08-26
20914,Udi,Brizzi,Senior Engineer,1952-11-18
20915,Maris,Ginesta,Senior Engineer,1953-04-18
20920,Dinkar,Dredge,Staff,1955-09-27
20923,Menkae,Miara,Senior Staff,1953-12-01
20925,Holgard,McFarlin,Senior Engineer,1954-11-23
20928,Menkae,Chinin,Senior Engineer,1952-11-19
20929,Along,Hebden,Senior Engineer,1955-05-11
20930,Shim,Menhardt,Senior Engineer,1952-11-02
20945,Mark,Marsiglia,Engineer,1955-12-22
20948,Berna,Kadhim,Senior Staff,1954-09-25
20949,Herb,Flasterstein,Senior Engineer,1954-07-03
20952,Basim,Bonifati,Senior Staff,1954-12-11
20957,Kersti,Wiegley,Senior Staff,1955-01-27
20958,Ashish,Eiron,Senior Engineer,1953-02-14
20960,Yongdong,Melski,Senior Engineer,1953-12-03
20964,Clyde,Erez,Staff,1955-06-08
20965,Tadanori,Bahl,Senior Engineer,1954-09-20
20968,Nimmagadda,Rijsenbrij,Technique Leader,1954-07-07
20974,Hisao,Yavatkar,Senior Staff,1955-02-28
20979,Pradeep,Kumaresan,Senior Staff,1955-01-19
20987,Domenick,Rabejac,Senior Staff,1954-09-22
20991,Udo,Bahr,Staff,1955-11-04
20994,Leen,Chorvat,Senior Staff,1955-02-05
20998,Kasidit,Riexinger,Senior Engineer,1955-07-12
21007,Christfried,Junet,Senior Staff,1954-08-15
21011,Demin,Zedlitz,Senior Engineer,1953-03-21
21012,Heekeun,Eickenmeyer,Senior Engineer,1955-06-20
21017,Tetsurou,Baer,Staff,1955-06-30
21019,Oksana,Brodie,Staff,1955-06-07
21020,Adel,Simmel,Staff,1955-02-14
21026,Mayuko,Porenta,Senior Engineer,1953-08-03
21027,Niclas,Taubman,Senior Staff,1955-03-01
21031,Margo,Melski,Staff,1954-04-05
21036,Marsha,Dehkordi,Engineer,1955-01-07
21037,Kensei,Casley,Senior Staff,1953-01-29
21044,Mack,Rajala,Senior Engineer,1952-12-10
21053,Selwyn,Jakobus,Staff,1955-05-03
21054,Saeko,Sichman,Senior Engineer,1955-04-16
21055,Charlene,Larfeldt,Senior Engineer,1954-11-05
21069,Martine,Reeker,Staff,1955-12-05
21072,Ayonca,Stanfel,Senior Engineer,1953-03-31
21075,Surveyors,Dichev,Senior Engineer,1954-01-20
21078,Shaw,Bolotov,Engineer,1955-04-01
21079,Vidya,Deville,Staff,1955-09-03
21080,Fen,Flasterstein,Staff,1954-02-06
21084,Srinidhi,Belinskaya,Senior Engineer,1952-06-19
21092,Chikara,Montresor,Senior Engineer,1955-06-27
21103,Sven,Cappello,Engineer,1955-02-25
21107,Taiji,Speek,Engineer,1954-07-10
21109,Lech,Chenoweth,Senior Engineer,1953-09-28
21110,Shaowei,Solares,Senior Staff,1954-07-01
21112,Kazuhiko,Suermann,Engineer,1952-05-10
21127,Ziyad,Coorg,Senior Engineer,1955-06-05
21130,Subhada,Manderick,Engineer,1953-12-08
21131,Zvonko,Matzen,Senior Engineer,1952-12-11
21133,Carrsten,Brizzi,Senior Staff,1954-09-05
21134,Kazuhiko,Schach,Senior Engineer,1953-04-17
21135,KayLiang,Alpay,Senior Staff,1954-10-16
21138,Niteen,Haraldson,Staff,1954-09-17
21139,Gianluca,Shackell,Engineer,1953-01-11
21143,Mayumi,Hennings,Senior Staff,1953-04-13
21147,Ekawit,Demir,Senior Engineer,1954-07-04
21154,Aksel,Waleschkowski,Senior Staff,1955-09-07
21157,Jouko,Demos,Senior Engineer,1953-02-11
21161,Irena,Moffat,Senior Staff,1953-12-28
21162,Youjian,Nivat,Engineer,1953-06-29
21165,Mingdong,Pfau,Senior Engineer,1955-11-18
21171,Emdad,Bressoud,Staff,1954-03-13
21173,Marco,Baer,Senior Engineer,1953-07-13
21176,Gita,Denny,Senior Engineer,1955-07-17
21178,Ymte,Skrikant,Engineer,1954-03-03
21186,Arunas,Barinka,Senior Engineer,1954-02-26
21189,Christfried,Vitiello,Senior Staff,1955-09-30
21192,Sajjad,Krohm,Senior Engineer,1952-03-31
21206,Krisda,Walstra,Senior Engineer,1954-03-14
21210,Yechiam,Gelosh,Technique Leader,1953-06-16
21211,Sasan,Pero,Engineer,1953-03-22
21213,Zine,Peha,Engineer,1953-04-30
21214,Weiru,Angelov,Engineer,1955-05-11
21215,Baoqiu,Sessa,Engineer,1952-04-18
21218,Gao,Danner,Assistant Engineer,1953-09-19
21229,Vasilis,Collavizza,Senior Engineer,1953-03-10
21230,Nirmal,Isard,Senior Engineer,1955-03-19
21239,Krister,Chinin,Senior Staff,1953-01-22
21251,Fatemeh,Riexinger,Senior Engineer,1954-12-03
21255,Jaewon,Baba,Staff,1955-01-09
21275,Waiman,Suppi,Senior Staff,1952-04-12
21280,Mohamadou,Ozeri,Senior Staff,1953-11-10
21285,Domenick,Maierhofer,Senior Staff,1953-08-21
21288,Nechama,Wendorf,Senior Engineer,1954-07-27
21299,Tamiya,Navazio,Senior Staff,1953-06-09
21312,Mani,Bahi,Assistant Engineer,1953-11-10
21315,Amstein,Garigliano,Technique Leader,1953-01-24
21321,Laurentiu,Raney,Senior Engineer,1953-11-21
21336,Satosi,Veccia,Technique Leader,1954-08-10
21337,Yefim,Francisci,Engineer,1952-08-28
21338,Hitofumi,Besselaar,Engineer,1952-03-20
21341,Tayeb,Papadias,Assistant Engineer,1952-11-07
21344,Mohammed,Vanwelkenhuysen,Staff,1953-02-18
21345,Sanjiv,Gulik,Senior Staff,1954-08-18
21347,Francesca,Ghalwash,Senior Staff,1953-03-24
21350,Siddarth,Gyimothy,Assistant Engineer,1953-04-08
21351,Evgueni,Flowers,Senior Engineer,1953-01-23
21355,Sadun,Ligten,Technique Leader,1954-08-24
21356,Alain,Ertl,Engineer,1955-11-22
21358,Yahiko,Sanella,Senior Staff,1955-04-15
21360,Hironoby,Nyrup,Staff,1952-12-24
21361,Shooichi,Lally,Senior Staff,1953-11-22
21363,Katsuyuki,Theuretzbacher,Senior Engineer,1954-03-20
21373,Gonzalo,Awdeh,Engineer,1955-01-19
21376,Jingling,Cools,Engineer,1955-09-21
21386,Ewing,Taubman,Senior Staff,1955-05-02
21387,Kristof,Boyle,Senior Engineer,1954-03-22
21389,Bouchung,Frezza,Senior Staff,1952-10-16
21391,Zijian,Pagter,Senior Engineer,1955-04-26
21396,Shaw,Manderick,Senior Engineer,1953-07-21
21401,Uzi,Vakili,Assistant Engineer,1955-12-31
21402,Guadalupe,Gecsei,Senior Engineer,1952-04-20
21409,Hongzhu,Yoshimura,Senior Staff,1954-08-27
21412,Paloma,Brizzi,Staff,1952-09-12
21413,Laurentiu,Sherertz,Senior Staff,1954-05-26
21414,Xuejia,Khasidashvili,Technique Leader,1954-03-19
21420,Xiaopeng,Rothe,Senior Engineer,1952-10-11
21421,Avishai,Yoshizawa,Senior Staff,1955-09-03
21422,Goo,Rattan,Technique Leader,1952-10-11
21423,Tetsushi,Vanwelkenhuysen,Senior Engineer,1953-03-29
21425,Tetsurou,Hiyoshi,Staff,1955-09-29
21426,Nishit,Zongker,Senior Engineer,1955-10-28
21430,Utz,Kaminger,Senior Engineer,1954-08-25
21432,Kerhong,Weisert,Senior Staff,1953-12-18
21436,Jinpo,Zeidenstein,Engineer,1955-03-08
21441,Sangeeta,Serna,Staff,1954-04-14
21444,Caolyn,Cronan,Senior Engineer,1954-02-13
21449,Masanao,Zweizig,Staff,1955-10-11
21450,Shuji,Strehl,Senior Staff,1953-11-22
21452,Noritoshi,Velardi,Senior Staff,1955-01-15
21454,Zsolt,Pocchiola,Senior Staff,1954-02-19
21457,Jeong,Ressouche,Senior Engineer,1952-12-13
21458,Yechiam,Kitai,Senior Engineer,1952-08-14
21467,Premsyl,Genther,Senior Staff,1955-02-06
21468,Bokyung,Stanfel,Senior Staff,1955-09-25
21470,Kousuke,Botman,Senior Staff,1952-09-19
21472,Yuichiro,Halloran,Engineer,1952-02-27
21474,Sanjay,Bierman,Technique Leader,1953-07-29
21475,Pintsang,Beetstra,Assistant Engineer,1955-04-04
21479,Jeane,Kuszyk,Senior Engineer,1952-04-13
21480,Kerryn,Nishimukai,Senior Staff,1955-09-07
21491,Goo,Erva,Engineer,1952-10-15
21498,Aemilian,Quadeer,Engineer,1952-02-19
21502,Uwe,Cooley,Senior Engineer,1953-07-11
21505,Etsuo,Delaune,Senior Engineer,1954-03-13
21507,Mansur,Benzmuller,Senior Staff,1953-08-14
